label,centroid_y,centroid_x,area_um2,diameter_um,wfa_sum_intensity,is_pnn_plus,is_pv_plus,pv_label,skel_total_length_um,skel_branches_count,skel_avg_branch_len_um,skel_endpoints_count,skel_junctions_count,skel_tortuosity_mean,skel_ramification_index,skel_mean_thickness_um,skel_max_thickness_um,skel_mean_intensity,skel_neighborhood_wfa_sum,cell_type,pv_area_um2,pv_diameter_um,pnn_area_um2,pnn_diameter_um
201,901.5240384615385,508.2692307692308,87.88000000000001,10.57791525733337,9272.0,True,True,105,23.380865786510142,5,4.676173157302029,7,1,1.040118087708985,5.0,2.049062231060812,3.9000000000000004,41.388888888888886,8015.0,PV+/PNN+,87.88000000000001,10.57791525733337,134.7775,13.099772621711548
202,906.1538461538462,490.28205128205127,16.477500000000003,4.5803716659648535,1716.0,True,False,-1,13.74238815542512,5,2.748477631085024,4,2,1.047338549044483,2.5,2.5060322962576738,5.2,51.888888888888886,3889.0,PV-/PNN+,0.0,0.0,16.477500000000003,4.5803716659648535
203,901.5240384615385,508.2692307692308,87.88000000000001,10.57791525733337,11050.0,True,True,105,22.84238815542512,9,2.538043128380569,12,2,1.1042807090207463,4.5,2.328720174616662,6.5,42.0,8039.0,PV+/PNN+,87.88000000000001,10.57791525733337,174.4925,14.905393361454786
204,926.5894736842105,620.3410526315789,200.68750000000003,15.985094967939288,24829.0,True,False,-1,106.85803025278551,26,4.10992424049175,10,14,1.1376017904679547,1.8571428571428572,2.890819255574115,11.772000679578642,46.786206896551725,28913.0,PV-/PNN+,0.0,0.0,200.68750000000003,15.985094967939288
205,923.5702127659574,641.0042553191489,99.28750000000001,11.24352130330585,29098.0,True,True,108,78.81564209736038,17,4.636214241021199,7,9,1.1068870080999256,1.8888888888888888,3.0416034541595662,7.000714249274855,62.28971962616822,29053.0,PV+/PNN+,99.28750000000001,11.24352130330585,143.65,13.524084464436259
206,918.4854771784233,790.045643153527,101.8225,11.386150953847226,11489.0,True,False,-1,51.69249275747777,20,2.5846246378738886,13,9,1.0662695163012132,2.2222222222222223,3.3162065726636767,9.900505037623082,45.361111111111114,15604.0,PV-/PNN+,0.0,0.0,101.8225,11.386150953847226
207,925.5569620253165,173.77215189873417,33.377500000000005,6.519014718835807,7473.0,True,True,109,26.78858223313768,2,13.39429111656884,4,0,1.938918997548913,2.0,1.4721444166917608,2.6,41.7027027027027,6229.0,PV+/PNN+,33.377500000000005,6.519014718835807,106.04750000000001,11.619977221161072
208,927.0784313725491,515.4183006535948,64.64250000000001,9.072231658778492,7215.0,True,True,110,38.53477631085024,10,3.853477631085024,5,5,1.0655111474054626,2.0,2.4856315648284797,4.110960958218894,40.76470588235294,8930.0,PV+/PNN+,64.64250000000001,9.072231658778492,90.8375,10.754436161179271
209,938.3115942028985,1103.0289855072465,58.30500000000001,8.616045012404687,6081.0,True,True,112,17.753910524340096,6,2.958985087390016,3,3,1.3834894424498516,2.0,1.5205161731427133,2.6,35.75,3702.0,PV+/PNN+,58.30500000000001,8.616045012404687,96.75250000000001,11.099058926413035
210,941.0324074074074,792.574074074074,182.52,15.244398371371101,30912.0,True,False,-1,81.41564209736039,16,5.088477631085024,8,8,1.1484732218935065,2.0,3.0262008136613416,7.800000000000001,60.151785714285715,28910.0,PV-/PNN+,0.0,0.0,182.52,15.244398371371101
211,957.2873900293255,542.4912023460411,288.14500000000004,19.154049405222736,43997.0,True,False,-1,102.2427019615831,17,6.014276585975476,7,9,1.170381131755482,1.8888888888888888,2.1922325532816513,3.9000000000000004,50.875,30176.0,PV-/PNN+,0.0,0.0,288.14500000000004,19.154049405222736
212,950.3975903614457,270.2289156626506,35.0675,6.682015245043993,2444.0,True,False,-1,15.64619407771256,4,3.91154851942814,5,1,1.0525422456349103,4.0,1.597119407771256,2.6,38.666666666666664,4111.0,PV-/PNN+,0.0,0.0,35.0675,6.682015245043993
213,950.2660550458716,457.6880733944954,46.0525,7.6574058357851245,6898.0,True,True,114,0.0,0,0.0,0,0,1.0,0.0,1.8384776310850237,1.8384776310850237,42.0,482.0,PV+/PNN+,46.0525,7.6574058357851245,170.69000000000003,14.742091367606053
214,970.4939759036145,1234.0361445783133,70.135,9.449796583524995,25174.0,True,True,117,75.07335854398792,13,5.7748737341529175,5,7,1.1946949442875658,1.8571428571428572,1.8292797189120962,3.6769552621700474,42.27,18291.0,PV+/PNN+,70.135,9.449796583524995,211.25000000000003,16.400361393131043
